query_file,layoutId,boundary_only_status,boundary_only_rank1_id,boundary_only_rank1_score,boundary_only_rank2_id,boundary_only_rank2_score,boundary_only_rank3_id,boundary_only_rank3_score,graph_only_status,graph_only_rank1_id,graph_only_rank1_score,graph_only_rank2_id,graph_only_rank2_score,graph_only_rank3_id,graph_only_rank3_score,hybrid_status,hybrid_rank1_id,hybrid_rank1_score,hybrid_rank2_id,hybrid_rank2_score,hybrid_rank3_id,hybrid_rank3_score
team_06_edited_layout.json,layout-1126,success,layout-1126,0.947,layout-1050,0.931,layout-1186,0.863,failed,,,,,,,success,layout-1126,0.5,layout-1050,0.492,layout-1186,0.456
